statename,year,outcome,Y,lagY,control_2008,control_2009,phase,last_f,last_p,app1,win1,app2,win2,app3,win3,lose_p1,lose_p2,lose,win,control,pr,npr,all,outcomeid,wint,loset,pctscoreA,pctscoreA1,pctscoreA1i,pctscoreA1ii,pctscoreA1iii,pctscoreA2,pctscoreA2i,pctscoreA2ii,pctscoreA3,pctscoreA3i,pctscoreA3ii,pctscoreB,pctscoreB1,pctscoreB1i,pctscoreB1ii,pctscoreB2,pctscoreB2i,pctscoreB2ii,pctscoreB3,pctscoreC,pctscoreC1,pctscoreC2,pctscoreC3,pctscoreC3i,pctscoreC3ii,pctscoreC3iii,pctscoreD,pctscoreD1,pctscoreD1i,pctscoreD1ii,pctscoreD1iii,pctscoreD2,pctscoreD2i,pctscoreD2ii,pctscoreD2iii,pctscoreD2iv,pctscoreD3,pctscoreD3i,pctscoreD3ii,pctscoreD4,pctscoreD4i,pctscoreD4ii,pctscoreD5,pctscoreD5i,pctscoreD5ii,pctscoreE,pctscoreE1,pctscoreE2,pctscoreE2i,pctscoreE2ii,pctscoreF,pctscoreF1,pctscoreF1i,pctscoreF1ii,pctscoreF2,pctscoreF2i,pctscoreF2ii,pctscoreF2iii,pctscoreF2iv,pctscoreF2v,pctscoreF3,pctscoreSTEM,pctscoreTotal,pctscoreTotale,treat1,treat,treat3,section_score,control_mean
"IA",2014,"evalsfire",0,0,0,0,"Round 2 - 2010",0,0,1,0,1,0,0,0,1,1,1,0,,,1,1,5,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,61.42857,.5
"IA",2014,"innovativeschoolsbuild",0,0,0,0,"Round 2 - 2010",0,0,1,0,1,0,0,0,1,1,1,0,,1,,1,13,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,75,.5
"IA",2014,"evalstenure",0,0,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,9,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,61.42857,.5
"IA",2014,"annualevals",0,0,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,1,,1,1,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,84,.5
"IA",2014,"standards_consortium",1,1,0,1,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,19,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,100,.5
"IA",2014,"data8",1,1,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,4,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,75,.5
"IA",2014,"evalsreward1",0,0,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,7,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,61.42857,.5
"IA",2014,"evalsystem2",1,1,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,11,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,80,.5
"IA",2014,"pathwaysroutes",0,0,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,1,,1,17,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,72.38095,.5
"IA",2014,"evalsprofdev",0,0,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,6,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,61.42857,.5
"IA",2014,"measuregrowth",1,1,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,16,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,68,.5
"IA",2014,"standardsadopt",1,1,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,1,,1,20,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,100,.5
"IA",2014,"evalsreward2",1,1,0,0,"Round 2 - 2010",0,0,1,0,1,0,0,0,1,1,1,0,,,1,1,8,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,61.42857,.5
"IA",2014,"evalsystem1",0,0,0,0,"Round 2 - 2010",1,0,1,0,1,0,0,0,1,1,1,0,,,1,1,10,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,80,.5
"IA",2014,"common_assessments",1,1,0,0,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,2,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,100,.5
"IA",2014,"data1",1,1,1,1,"Round 2 - 2010",1,1,1,0,1,0,0,0,1,1,1,0,,,1,1,3,0,1,78.08,81.84615,88,82.66666,77.33334,88.66666,89,88,59.33333,96,52,99.42857,100,100,100,100,100,100,98,77.87234,75,100,75.55556,93.33334,76.66666,56.66667,69.13043,72.38095,57.14286,71.42857,88.57143,70.68965,68,80,84,61.42857,72.8,76,68,47.14286,57.14286,37.14286,72,86,58,75.2,50,81.5,100,78.85714,83.63636,86,92,80,86.5,97.5,92.5,97.5,75,70,56,0,76.56,76.56,0,0,0,75,.5
"ID",2012,"measuregrowth",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,16,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,92,.3333333
"ID",2012,"data8",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,4,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,25,.3333333
"ID",2012,"data1",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,3,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,25,.3333333
"ID",2012,"evalsreward1",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,7,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
"ID",2012,"annualevals",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,1,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,74,.3333333
"ID",2012,"innovativeschoolsauth",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,12,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,,.3333333
"ID",2012,"evalsprofdev",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,6,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
"ID",2012,"lowachieve_intervene",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,15,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,0,.3333333
"ID",2012,"evalsreward2",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,8,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
"ID",2012,"evalsystem2",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,11,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,61.33333,.3333333
"ID",2012,"evalstenure",0,0,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,9,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
"ID",2012,"innovativeschoolsnumber",1,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,14,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,,.3333333
"ID",2012,"innovativeschoolsbuild",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,13,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,,.3333333
"ID",2012,"standardsadopt",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,1,,1,20,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,74,.3333333
"ID",2012,"standards_consortium",1,1,0,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,19,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,100,.3333333
"ID",2012,"prepprogram",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,18,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,57.14286,.3333333
"ID",2012,"evalsfire",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,5,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
"ID",2012,"evalsystem1",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,10,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,61.33333,.3333333
"ID",2012,"pathwaysroutes",0,0,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,1,,1,17,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,40.95238,.3333333
"ID",2012,"common_assessments",1,1,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,2,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,96,.3333333
"ID",2013,"pathwaysroutes",0,0,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,1,,1,17,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,40.95238,.3333333
"ID",2013,"evalstenure",0,0,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,9,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
"ID",2013,"evalsystem1",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,10,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,61.33333,.3333333
"ID",2013,"annualevals",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,1,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,74,.3333333
"ID",2013,"measuregrowth",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,16,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,92,.3333333
"ID",2013,"data1",1,1,1,1,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,3,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,25,.3333333
"ID",2013,"evalsystem2",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,11,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,61.33333,.3333333
"ID",2013,"innovativeschoolsbuild",1,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,13,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,,.3333333
"ID",2013,"common_assessments",1,1,0,0,"Round 1 - 2010",1,1,1,0,0,0,0,0,1,0,1,0,,,1,1,2,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,96,.3333333
"ID",2013,"evalsfire",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,5,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
"ID",2013,"lowachieve_intervene",0,0,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,,1,1,15,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,0,.3333333
"ID",2013,"innovativeschoolsnumber",1,1,0,0,"Round 1 - 2010",0,0,1,0,0,0,0,0,1,0,1,0,,1,,1,14,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,,.3333333
"ID",2013,"data8",1,1,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,4,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,25,.3333333
"ID",2013,"evalsprofdev",0,0,0,0,"Round 1 - 2010",1,0,1,0,0,0,0,0,1,0,1,0,,,1,1,6,0,1,74.08,77.53846,88,78.66666,70.66666,66.66666,51,98,74,84,72,90.57143,87,100,74,96,,,95,52.76596,25,72,84.44444,,,,62.17391,40.95238,,,,72.75862,92,61.33333,74,75,51.2,45.33333,60,57.14286,,,71,,,22.4,0,28,44,25.71428,69.45454,86,,,62,,,,,,96,100,66.2,66.2,0,0,0,75,.3333333
